iter	RMSE
703	0.96662778
704	0.9664760973
705	0.9660201974
706	0.9658931022
707	0.9656322251
708	0.9653236884
709	0.9651618422
710	0.9649245091
711	0.9647048251
712	0.9644827854
713	0.9642495054
714	0.9638695078
715	0.9636479761
716	0.9632631376
717	0.9631760265
718	0.9629622846
719	0.9628226895
720	0.9626971394
721	0.962332076
722	0.9620283119
723	0.961776909
724	0.9615666075
725	0.961396897
726	0.961225325
727	0.9609955312
728	0.9607470993
729	0.9605044122
730	0.960366042
731	0.9600976777
732	0.9598365378
733	0.9596722187
734	0.9591567579
735	0.9589388703
736	0.9588266283
737	0.958572437
738	0.9584097788
739	0.9580525013
740	0.9577766139
741	0.9574820099
742	0.9571528586
743	0.9569365217
744	0.9566216933
745	0.9563699638
746	0.956154188
747	0.9556550757
748	0.9553249658
749	0.9549885246
750	0.9546064152
751	0.9544557075
752	0.9542521201
753	0.9540038259
754	0.9537306813
755	0.9535441024
756	0.9534541266
757	0.9532690533
758	0.9530707109
759	0.9529437777
760	0.9528025789
761	0.9524838016
762	0.9524287241
763	0.952273446
764	0.9520193684
765	0.9516138565
766	0.9511276761
767	0.9510090979
768	0.9507656519
769	0.9504878719
770	0.9503115395
771	0.9498568037
772	0.9495090213
773	0.9494063677
774	0.9490324311
775	0.9487522905
776	0.94829923
777	0.9480031347
778	0.9477720466
779	0.9475837157
780	0.9474063311
781	0.9473473679
782	0.9472214279
783	0.9469673237
784	0.946736414
785	0.9465617763
786	0.9464193434
787	0.9461424758
788	0.9460975965
789	0.9458793933
790	0.9457418806
791	0.9455145604
792	0.9450482435
793	0.9448446727
794	0.9446122666
795	0.9443817254
796	0.9442881659
797	0.9438863502
798	0.9437069053
799	0.9434690685
800	0.9432892637
801	0.94308284
802	0.9429551165
803	0.9427728362
804	0.942728353
805	0.9424506059
806	0.9423431869
807	0.9420894845
808	0.9419525194
809	0.9416129736
810	0.9414311967
811	0.9411664742
812	0.9408039761
813	0.9405514671
814	0.9403863871
815	0.9402245594
816	0.9400302636
817	0.9398114607
818	0.9395740001
819	0.9393745861
820	0.9390797579
821	0.9389051124
822	0.9385472208
823	0.93842476
824	0.9382427482
825	0.937958215
826	0.9376409428
827	0.9375301413
828	0.9373728142
829	0.9372753492
830	0.9370839509
831	0.9369796514
832	0.9367527294
833	0.9365333142
834	0.936182633
835	0.9358950362
836	0.9356595017
837	0.9354748457
838	0.9352183043
839	0.9350360085
840	0.9348473381
841	0.9346773788
842	0.9345168741
843	0.9343008808
844	0.9340757574
845	0.9339629624
846	0.9336344339
847	0.9334027208
848	0.9331101331
849	0.9328669104
850	0.9326460822
851	0.9322957349
852	0.9321743104
853	0.9320071324
854	0.9316942412
855	0.931557744
856	0.9314110519
857	0.9312387318
858	0.930949094
859	0.9306663974
860	0.9305622125
861	0.930452043
862	0.9301729285
863	0.9298432582
864	0.9295189414
865	0.9293411934
866	0.9292224633
867	0.9291415617
868	0.9289314038
869	0.928775046
870	0.9286900549
871	0.9284369789
872	0.9282219969
873	0.9281067821
874	0.9277334455
875	0.9274036962
876	0.9271152207
877	0.9268287489
878	0.9265839865
879	0.9265032076
880	0.9263182065
881	0.9260333559
882	0.925700638
883	0.9255192881
884	0.925256809
885	0.9251310884
886	0.9249198554
887	0.9247500205
888	0.9246176164
889	0.9245254046
890	0.924384417
891	0.9242124922
892	0.924023992
893	0.9237450501
894	0.9235579121
895	0.9233459835
896	0.9231701047
897	0.9229193354
898	0.922787884
899	0.922614872
900	0.9223600227
901	0.9222146097
902	0.9218992278
903	0.9217804926
904	0.9215793276
905	0.9214536543
906	0.9211271281
907	0.9207281146
908	0.9203975513
909	0.9201740343
910	0.9200463024
911	0.9199527789
912	0.9196143063
913	0.9193582132
914	0.9192692649
915	0.9190703878
916	0.918663147
917	0.9183715096
918	0.9179290745
919	0.9176511183
920	0.9174515886
921	0.9172963123
922	0.917121931
923	0.9169751365
924	0.9168706728
925	0.9166574253
926	0.9164095238
927	0.9163040436
928	0.916158226
929	0.9159220777
930	0.9156426343
931	0.915520889
932	0.9154225168
933	0.9150983307
934	0.9150362255
935	0.9148211342
936	0.9146392441
937	0.9144353189
938	0.9142406128
939	0.9139515747
940	0.9136738929
941	0.9134871144
942	0.9132604761
943	0.9130941794
944	0.9128971336
945	0.9127697659
946	0.912353719
947	0.9122173236
948	0.9120207517
949	0.9118415617
950	0.9116556559
951	0.9114821059
952	0.9112861921
953	0.9111551454
954	0.9110210061
955	0.9109240112
956	0.9107823851
957	0.9106085026
958	0.9103051383
959	0.9101093344
960	0.9099809822
961	0.9097231608
962	0.9093974848
963	0.908942695
964	0.908660614
965	0.9083642463
966	0.9081422653
967	0.9080938476
968	0.9079526388
969	0.9077930826
970	0.9074653756
971	0.9071551758
972	0.9070258579
973	0.9069163469
974	0.9067756873
975	0.9066014692
976	0.9064348429
977	0.9063148108
978	0.9061466391
979	0.9058949651
980	0.9057733261
981	0.9056437492
982	0.9054589439
983	0.9051879304
984	0.9050783768
985	0.9048418401
986	0.9046843016
987	0.9042838065
988	0.9041899199
989	0.9039650243
990	0.9037948558
991	0.9036003801
992	0.9034465172
993	0.9031385342
994	0.9030018224
995	0.9027153328
996	0.9026799605
997	0.9026183098
998	0.9023459888
999	0.902093626
